NAME,STATE,COUNTY,x,y
Oil City,LA,Caddo Parish,-93.972,32.744
Way,MS,Madison County,-90.034,32.744
Skipperton,GA,Bibb County,-83.692,32.744
Lemon Grove,CA,San Diego County,-117.034,32.743
Sherman,NM,Grant County,-107.845,32.742
Deemer,MS,Neshoba County,-89.126,32.742
Jamacha Junction,CA,San Diego County,-116.945,32.74
Spencer,LA,Union Parish,-92.132,32.74
Coyote Wells,CA,Imperial County,-115.969,32.739
Lamesa,TX,Dawson County,-101.952,32.738
Arlington,TX,Tarrant County,-97.109,32.736
Cockrell Hill,TX,Dallas County,-96.887,32.736
Terrell,TX,Kaufman County,-96.276,32.736
Pioneer,LA,West Carroll Parish,-91.434,32.736
Stanton,AL,Chilton County,-86.9,32.736
Waverly,AL,Chambers County,-85.579,32.736
Centerville,SC,Charleston County,-79.969,32.734
Carthage,MS,Leake County,-89.536,32.733
Tinsley,MS,Yazoo County,-90.46,32.732
Green Pond,SC,Colleton County,-80.614,32.732
Heber,CA,Imperial County,-115.532,32.731
Swift Trail Junction,AZ,Graham County,-109.715,32.73
Golden,TX,Wood County,-95.563,32.73
Emelle,AL,Sumter County,-88.314,32.73
Union,TX,Scurry County,-100.998,32.729
Balch Springs,TX,Dallas County,-96.623,32.729
Gilmer,TX,Upshur County,-94.943,32.729
Wrightsville,GA,Johnson County,-82.719,32.729
Key,TX,Dawson County,-101.8,32.728
Mohawk,AZ,Yuma County,-113.756,32.727
Andrade,CA,Imperial County,-114.727,32.726
Fort Worth,TX,Tarrant County,-97.321,32.726
Onward,MS,Sharkey County,-90.942,32.726
Yuma,AZ,Yuma County,-114.626,32.725
Dayton,NM,Eddy County,-104.385,32.725
Fitler,MS,Issaquena County,-91.034,32.725
Albany,TX,Shackelford County,-99.298,32.724
Knoxville,GA,Crawford County,-83.997,32.724
Mammoth,AZ,Pinal County,-110.642,32.723
Lakeland Heights,TX,Dallas County,-96.983,32.723
Elmo,TX,Kaufman County,-96.166,32.722
Roberta,GA,Crawford County,-84.013,32.722
Sylvester,TX,Fisher County,-100.255,32.721
Seminole,TX,Gaines County,-102.645,32.719
Bennett,TX,Parker County,-98.048,32.719
Snyder,TX,Scurry County,-100.918,32.718
Caddo,TX,Stephens County,-98.669,32.718
Hainesville,TX,Wood County,-95.365,32.718
Meggett,SC,Charleston County,-80.239,32.718
Jamul,CA,San Diego County,-116.877,32.717
Picacho,AZ,Pinal County,-111.497,32.716
San Diego,CA,San Diego County,-117.159,32.715
Anneta,TX,Parker County,-97.677,32.715
Pantego,TX,Tarrant County,-97.157,32.715
Blaisdell,AZ,Yuma County,-114.428,32.713
Carsonville,GA,Taylor County,-84.289,32.713
Mountain Creek,AL,Chilton County,-86.482,32.711
Metcalf Gap,TX,Palo Pinto County,-98.442,32.71
Diana,TX,Upshur County,-94.752,32.71
Deweese,MS,Neshoba County,-88.937,32.71
Salem,NM,Dona Ana County,-107.213,32.709
Wills Point,TX,Van Zandt County,-96.007,32.708
Perryville,LA,Morehouse Parish,-92.006,32.708
La Presa,CA,San Diego County,-116.998,32.707
Greensboro,AL,Hale County,-87.596,32.705
Dalworthington Gardens,TX,Tarrant County,-97.156,32.703
Lawson,TX,Dallas County,-96.565,32.703
Pletcher,AL,Chilton County,-86.785,32.703
Wiggins,MS,Leake County,-89.637,32.702
Freeny,MS,Leake County,-89.481,32.701
Hobbs,NM,Lea County,-103.133,32.7
Edgewood,TX,Van Zandt County,-95.886,32.699
Dubach,LA,Lincoln Parish,-92.657,32.699
Huber,GA,Twiggs County,-83.551,32.699
Artesia,AZ,Graham County,-109.709,32.698
Hurley,NM,Grant County,-108.127,32.698
Tacna,AZ,Yuma County,-113.955,32.697
Sterlington,LA,Ouachita Parish,-92.086,32.697
Aledo,TX,Parker County,-97.603,32.696
Benton,LA,Bossier Parish,-93.742,32.695
Anding,MS,Yazoo County,-90.398,32.692
Live Oak Springs,CA,San Diego County,-116.336,32.691
Johnsons Station,TX,Tarrant County,-97.133,32.691
Collinston,LA,Morehouse Parish,-91.872,32.691
Epes,AL,Sumter County,-88.126,32.691
Yemassee,SC,Hampton County,-80.85,32.691
Virden,NM,Hidalgo County,-109.005,32.689
Mooringsport,LA,Caddo Parish,-93.961,32.688
Porterville,MS,Kemper County,-88.472,32.688
Jeffersonville,GA,Twiggs County,-83.346,32.688
Coronado,CA,San Diego County,-117.185,32.686
Redrock,NM,Grant County,-108.74,32.685
Red Hill,AL,Elmore County,-85.943,32.685
Waverly Hall,GA,Lee County,-84.738,32.684
Lindberg,TX,Tarrant County,-97.215,32.683
Furman,SC,Hampton County,-81.188,32.682
Scotia,SC,Hampton County,-81.243,32.681
Calexico,CA,Imperial County,-115.5,32.679
Transylvania,LA,East Carroll Parish,-91.183,32.679
Madden,MS,Leake County,-89.348,32.679
National City,CA,San Diego County,-117.1,32.678
Franklin,AZ,Greenlee County,-109.081,32.678
Darnell,LA,West Carroll Parish,-91.453,32.678
Talbotton,GA,Talbot County,-84.539,32.678
Harleton,TX,Harrison County,-94.575,32.677
Sprott,AL,Perry County,-87.221,32.677
Horns,GA,Crawford County,-84.003,32.676
Ligurta,AZ,Yuma County,-114.297,32.675
Sunnyside,CA,San Diego County,-117.019,32.674
Benbrook,TX,Tarrant County,-97.461,32.674
Wellton,AZ,Yuma County,-114.148,32.673
Florence Hill,TX,Dallas County,-97.016,32.673
Grand Saline,TX,Van Zandt County,-95.71,32.673
Forest Hill,TX,Tarrant County,-97.27,32.672
Satartia,MS,Yazoo County,-90.544,32.671
Lincoln Acres,CA,San Diego County,-117.075,32.668
Karnack,TX,Harrison County,-94.171,32.668
Sugar Creek,LA,Claiborne Parish,-92.887,32.668
Hatch,NM,Dona Ana County,-107.158,32.667
Boulevard,CA,San Diego County,-116.276,32.664
Mineola,TX,Wood County,-95.489,32.664
Rocky Ford,GA,Screven County,-81.829,32.664
Brazos,TX,Palo Pinto County,-98.123,32.662
Pritchett,TX,Upshur County,-95.019,32.662
Point,LA,Union Parish,-92.278,32.661
McDonald,MS,Neshoba County,-89.133,32.661
Tyrone,NM,Grant County,-108.362,32.659
Sharon,MS,Madison County,-89.937,32.659
Bonita,CA,San Diego County,-117.032,32.658
Edgecliff Village,TX,Tarrant County,-97.343,32.658
Plantersville,AL,Dallas County,-86.924,32.657
Hunters,GA,Screven County,-81.55,32.657
Cataula,GA,Harris County,-84.869,32.656
Modoc,GA,Emanuel County,-82.309,32.656
Byron,GA,Peach County,-83.759,32.654
Duncanville,TX,Dallas County,-96.909,32.652
Athens,LA,Claiborne Parish,-93.026,32.651
Longworth,TX,Fisher County,-100.346,32.65
Hutchins,TX,Dallas County,-96.714,32.65
Forkland,AL,Greene County,-87.883,32.648
Kennedale,TX,Tarrant County,-97.226,32.647
Lynwood Hills,CA,San Diego County,-117.053,32.646
Opelika,AL,Lee County,-85.378,32.646
Sublett,TX,Tarrant County,-97.134,32.645
Fairbanks,LA,Ouachita Parish,-92.037,32.645
Glenwood,TX,Upshur County,-94.845,32.641
Bentonia,MS,Yazoo County,-90.365,32.641
Chula Vista,CA,San Diego County,-117.086,32.64
Seagoville,TX,Dallas County,-96.539,32.64
Gilark,LA,Webster Parish,-93.31,32.639
Lovett,GA,Laurens County,-82.768,32.639
Hermleigh,TX,Scurry County,-100.76,32.635
Midway,AZ,Maricopa County,-112.856,32.634
Valley Park,MS,Issaquena County,-90.867,32.634
Webb,TX,Tarrant County,-97.075,32.633
Marion,AL,Perry County,-87.319,32.633
Lakewood,NM,Eddy County,-104.378,32.632
Everman,TX,Tarrant County,-97.29,32.631
Bullard,GA,Twiggs County,-83.497,32.631
Crandall,TX,Kaufman County,-96.456,32.628
Oak Ridge,LA,Morehouse Parish,-91.773,32.624
Neshoba,MS,Neshoba County,-89.138,32.624
Warner Robins,GA,Houston County,-83.6,32.621
Tuscola,MS,Leake County,-89.528,32.62
Kent,AL,Elmore County,-85.948,32.619
Jacumba,CA,San Diego County,-116.192,32.618
Minden,LA,Webster Parish,-93.287,32.616
Prismatic,MS,Kemper County,-88.764,32.615
Alsatia,LA,East Carroll Parish,-91.182,32.613
Canton,MS,Madison County,-90.037,32.613
Hawley,TX,Jones County,-99.815,32.612
Lee Pope,GA,Crawford County,-83.956,32.612
Oracle,AZ,Pinal County,-110.772,32.611
Castle Park,CA,San Diego County,-117.07,32.61
Myrtle Springs,TX,Van Zandt County,-95.931,32.61
Auburn,AL,Lee County,-85.481,32.61
Tanque,AZ,Graham County,-109.539,32.609
Bisbee,TX,Tarrant County,-97.185,32.609
Deatsville,AL,Elmore County,-86.396,32.608
Garnett,SC,Hampton County,-81.245,32.607
Campo,CA,San Diego County,-116.47,32.606
Danville,GA,Twiggs County,-83.245,32.606
Leigh,TX,Harrison County,-94.132,32.605
Rockville,SC,Charleston County,-80.196,32.605
Epps,LA,West Carroll Parish,-91.478,32.604
Junction City,GA,Talbot County,-84.459,32.604
Santo,TX,Palo Pinto County,-98.216,32.603
Fortson,GA,Muscogee County,-84.942,32.603
Sheldon,SC,Beaufort County,-80.793,32.602
Pineland,SC,Jasper County,-81.157,32.601
San Manuel,AZ,Pinal County,-110.632,32.6
Swainsboro,GA,Emanuel County,-82.333,32.598
Somerton,AZ,Yuma County,-114.711,32.597
Salem,AL,Lee County,-85.238,32.597
Howard,GA,Taylor County,-84.384,32.596
Otay,CA,San Diego County,-117.066,32.595
Garden Acres,TX,Tarrant County,-97.303,32.595
Dixie Inn,LA,Webster Parish,-93.339,32.595
Lena,MS,Leake County,-89.612,32.595
Brewton,GA,Laurens County,-82.798,32.594
Newbern,AL,Hale County,-87.533,32.593
Lancaster,TX,Dallas County,-96.757,32.592
Vienna,LA,Lincoln Parish,-92.648,32.591
Walnut Grove,MS,Leake County,-89.459,32.591
Newington,GA,Screven County,-81.503,32.591
De Soto,TX,Dallas County,-96.858,32.59
Princeton,LA,Bossier Parish,-93.516,32.59
Cedar Hill,TX,Dallas County,-96.957,32.589
Wilmer,TX,Dallas County,-96.686,32.589
Combine,TX,Kaufman County,-96.509,32.589
Kaufman,TX,Kaufman County,-96.309,32.589
Hawkins,TX,Wood County,-95.205,32.589
Coosawhatchie,SC,Jasper County,-80.927,32.589
Tamola,MS,Kemper County,-88.477,32.587
Wallsboro,AL,Elmore County,-86.209,32.587
Imperial Beach,CA,San Diego County,-117.115,32.584
Big Sandy,TX,Upshur County,-95.109,32.584
Livingston,AL,Sumter County,-88.188,32.584
Jones,AL,Autauga County,-86.898,32.584
Speigner,AL,Elmore County,-86.345,32.584
Bleecker,AL,Lee County,-85.164,32.583
Twin City,GA,Emanuel County,-82.155,32.583
Ira,TX,Scurry County,-101.003,32.582
Spring Hill,TX,Gregg County,-94.744,32.582
Phoenix,MS,Yazoo County,-90.563,32.582
Whitewater,NM,Grant County,-108.137,32.58
Oak Grove,TX,Tarrant County,-97.293,32.58
Geneva,GA,Talbot County,-84.551,32.58
Crowley,TX,Tarrant County,-97.363,32.579
Tecate,CA,San Diego County,-116.629,32.577
Rendon,TX,Tarrant County,-97.242,32.577
Dover,GA,Screven County,-81.715,32.577
Brownlee,LA,Bossier Parish,-93.727,32.576
Nutt,NM,Luna County,-107.45,32.573
Sebastopol,MS,Scott County,-89.335,32.573
Union,MS,Newton County,-89.122,32.572
North Highlands,LA,Caddo Parish,-93.79,32.57
Daleville,MS,Lauderdale County,-88.676,32.57
Swartz,LA,Ouachita Parish,-91.986,32.569
Dunn,TX,Scurry County,-100.886,32.567
Ludlow,MS,Scott County,-89.716,32.566
Mansfield,TX,Tarrant County,-97.142,32.564
Edisto Island,SC,Charleston County,-80.281,32.563
Bernecker,TX,Fisher County,-100.563,32.561
Notasulga,AL,Macon County,-85.672,32.561
Reynolds,GA,Taylor County,-84.096,32.56
White Signal,NM,Grant County,-108.365,32.557
Canton,TX,Van Zandt County,-95.864,32.557
Butler,GA,Taylor County,-84.238,32.557
Gadsden,AZ,Yuma County,-114.787,32.555
Oracle Junction,AZ,Pinal County,-110.935,32.555
Patricia,TX,Dawson County,-102.021,32.555
Fort Valley,GA,Peach County,-83.887,32.554
Retta,TX,Tarrant County,-97.236,32.553
Lobeco,SC,Beaufort County,-80.743,32.553
Strawn,TX,Palo Pinto County,-98.499,32.552
Arcadia,LA,Bienville Parish,-92.921,32.55
Sondheimer,LA,East Carroll Parish,-91.176,32.55
East Dublin,GA,Laurens County,-82.87,32.55
Gordon,TX,Palo Pinto County,-98.37,32.549
Britton,TX,Ellis County,-97.068,32.549
Upatoi,GA,Muscogee County,-84.74,32.549
Moran,TX,Shackelford County,-99.167,32.548
Ada,LA,Bienville Parish,-93.141,32.546
Marshall,TX,Harrison County,-94.368,32.545
North Shreveport,LA,Caddo Parish,-93.801,32.544
Gibsland,LA,Bienville Parish,-93.053,32.544
Wetumpka,AL,Elmore County,-86.212,32.544
Bonaire,GA,Houston County,-83.596,32.544
Flora,MS,Madison County,-90.309,32.543
Dudley,GA,Laurens County,-83.07,32.543
Burleson,TX,Johnson County,-97.322,32.542
Inadale,TX,Scurry County,-100.684,32.541
Scottsville,TX,Harrison County,-94.239,32.541
Dublin,GA,Laurens County,-82.903,32.541
Sibley,LA,Webster Parish,-93.297,32.54
Smiths Station,AL,Lee County,-85.098,32.54
Elmore,AL,Elmore County,-86.315,32.539
Portal,GA,Bulloch County,-81.932,32.539
Warden,LA,Richland Parish,-91.497,32.538
Gladewater,TX,Gregg County,-94.943,32.537
Suttle,AL,Perry County,-87.18,32.537
Tallassee,AL,Elmore County,-85.893,32.536
Simsboro,LA,Lincoln Parish,-92.789,32.535
Kildare,GA,Effingham County,-81.455,32.535
Ferris,TX,Ellis County,-96.666,32.534
Cresson,TX,Hood County,-97.618,32.533
Juniper,GA,Marion County,-84.604,32.532
Choudrant,LA,Lincoln Parish,-92.515,32.531
Adrian,GA,Emanuel County,-82.589,32.531
Grambling,LA,Lincoln Parish,-92.715,32.529
Clarksville City,TX,Gregg County,-94.895,32.528
Ovilla,TX,Ellis County,-96.887,32.527
Sicard,LA,Ouachita Parish,-92.042,32.527
Shreveport,LA,Caddo Parish,-93.751,32.526
Little Rock,MS,Newton County,-89.025,32.526
Eskota,TX,Fisher County,-100.248,32.525
India,TX,Ellis County,-96.616,32.525
Van,TX,Van Zandt County,-95.637,32.525
Jonesburg,LA,Richland Parish,-91.757,32.525
Ruston,LA,Lincoln Parish,-92.638,32.524
Crystal Valley,GA,Muscogee County,-84.881,32.522
Oliver,GA,Screven County,-81.533,32.522
Eagle Bend,MS,Warren County,-91.007,32.521
Lauderdale,MS,Lauderdale County,-88.512,32.521
Scurry,TX,Kaufman County,-96.381,32.519
West Monroe,LA,Ouachita Parish,-92.148,32.519
Red Oak,TX,Ellis County,-96.805,32.518
Demopolis,AL,Marengo County,-87.836,32.518
Lindale,TX,Smith County,-95.41,32.516
Bossier City,LA,Bossier Parish,-93.732,32.516
Potterville,GA,Taylor County,-84.117,32.515
Calhoun,LA,Ouachita Parish,-92.359,32.513
Wastella,TX,Nolan County,-100.65,32.511
Monroe,LA,Ouachita Parish,-92.12,32.51
North Komelik,AZ,Pinal County,-111.948,32.508
Lillian,TX,Johnson County,-97.188,32.507
Norristown,GA,Emanuel County,-82.494,32.507
Hallsville,TX,Harrison County,-94.574,32.504
Tesco,TX,Nolan County,-100.259,32.502
Booth,AL,Autauga County,-86.572,32.501
Oak Grove,LA,Lincoln Parish,-92.87,32.498
Collinsville,MS,Lauderdale County,-88.846,32.498
Tiffin,TX,Eastland County,-98.664,32.497
Longview,TX,Gregg County,-94.737,32.497
Gallion,AL,Hale County,-87.716,32.497
Coosada,AL,Elmore County,-86.331,32.497
Harperville,MS,Scott County,-89.49,32.494
Grays Hill,SC,Beaufort County,-80.752,32.493
Trumbull,TX,Ellis County,-96.666,32.491
Trent,TX,Nolan County,-100.127,32.49
Winona,TX,Smith County,-95.168,32.49
San Luis,AZ,Yuma County,-114.783,32.487
Brownsville,LA,Ouachita Parish,-92.155,32.487
Start,LA,Richland Parish,-91.86,32.487
York,AL,Sumter County,-88.296,32.487
Minter,GA,Laurens County,-82.76,32.486
Waples,TX,Hood County,-97.721,32.484
Lilita,AL,Sumter County,-88.128,32.484
Wesley,GA,Emanuel County,-82.331,32.484
Clyo,GA,Effingham County,-81.267,32.484
Midlothian,TX,Ellis County,-96.995,32.483
Edisto Beach,SC,Charleston County,-80.332,32.483
Vincent,TX,Howard County,-101.226,32.482
Ridgeland,SC,Jasper County,-80.98,32.481
Millbrook,AL,Elmore County,-86.362,32.48
Waskom,TX,Harrison County,-94.06,32.479
Summit,NM,Hidalgo County,-108.995,32.478
Redwood,MS,Warren County,-90.804,32.478
Rayville,LA,Richland Parish,-91.755,32.477
Shawnee,GA,Effingham County,-81.408,32.476
Pocahontas,MS,Hinds County,-90.287,32.475
Burnsville,AL,Dallas County,-86.892,32.475
Ranger,TX,Eastland County,-98.678,32.474
Branch,MS,Scott County,-89.73,32.474
Sweetwater,TX,Nolan County,-100.407,32.471
Merkel,TX,Taylor County,-100.014,32.471
Morton Valley,TX,Eastland County,-98.818,32.471
Phenix City,AL,Russell County,-85.001,32.471
Oakland,LA,Bossier Parish,-93.06,32.468
Bailey,MS,Lauderdale County,-88.723,32.468
Columbus,GA,Columbia County,-84.983,32.468
Dunn,LA,Richland Parish,-91.579,32.465
Tundra,TX,Van Zandt County,-95.881,32.464
Prattville,AL,Autauga County,-86.46,32.464
Tillman,SC,Jasper County,-81.107,32.464
Rosser,TX,Kaufman County,-96.454,32.463
Buford,TX,Mitchell County,-100.857,32.462
Joshua,TX,Johnson County,-97.389,32.462
Madison,MS,Madison County,-90.115,32.462
Charing,GA,Taylor County,-84.361,32.462
Laurel Bay,SC,Beaufort County,-80.802,32.462
Forkville,MS,Scott County,-89.661,32.461
Hillsboro,MS,Scott County,-89.512,32.459
Perry,GA,Houston County,-83.732,32.459
Tye,TX,San Saba County,-99.872,32.458
Delhi,LA,Richland Parish,-91.493,32.458
Crawford,AL,Russell County,-85.189,32.457
Heflin,LA,Webster Parish,-93.265,32.456
Childs,AZ,Pima County,-112.845,32.453
Florey,TX,Andrews County,-102.59,32.453
Sligo,LA,Bossier Parish,-93.582,32.451
Bryceland,LA,Bienville Parish,-92.98,32.451
Conehatta,MS,Newton County,-89.285,32.451
Bellamy,AL,Sumter County,-88.134,32.45
Uniontown,AL,Perry County,-87.514,32.45
Abilene,TX,Taylor County,-99.734,32.449
Godley,TX,Johnson County,-97.527,32.449
Brownsville,MS,Hinds County,-90.437,32.449
Statesboro,GA,Bulloch County,-81.783,32.449
Rupert,GA,Taylor County,-84.279,32.447
Roscoe,TX,Nolan County,-100.539,32.446
Ben Wheeler,TX,Van Zandt County,-95.704,32.446
Suqualena,MS,Lauderdale County,-88.826,32.444
Kemp,TX,Kaufman County,-96.231,32.443
Greenwood,LA,Caddo Parish,-93.973,32.443
Milstead,AL,Macon County,-85.897,32.443
Granbury,TX,Hood County,-97.795,32.442
Stillmore,GA,Emanuel County,-82.215,32.442
Beaufort,SC,Beaufort County,-80.687,32.44
Summerhaven,AZ,Pima County,-110.761,32.439
Eunice,NM,Lea County,-103.16,32.439
Decatur,MS,Newton County,-89.108,32.439
Marana,AZ,Pima County,-111.227,32.437
Marion Junction,AL,Dallas County,-87.239,32.437
Owentown,TX,Smith County,-95.196,32.436
Venus,TX,Johnson County,-97.103,32.434
Autaugaville,AL,Autauga County,-86.655,32.434
Clay,LA,Jackson Parish,-92.677,32.433
Tendal,LA,Madison Parish,-91.367,32.433
Dexter,GA,Laurens County,-83.061,32.433
Palmer,TX,Ellis County,-96.668,32.432
Elmdale,TX,Taylor County,-99.64,32.431
Ridgeland,MS,Madison County,-90.132,32.429
Cuba,AL,Sumter County,-88.377,32.428
Society Hill,AL,Macon County,-85.445,32.427
Organ,NM,Dona Ana County,-106.598,32.425
Madison,AL,Montgomery County,-86.226,32.424
Tuskegee,AL,Macon County,-85.692,32.424
Blair,TX,Taylor County,-100.063,32.423
Olden,TX,Eastland County,-98.752,32.419
Toomsuba,MS,Lauderdale County,-88.507,32.419
Marion,MS,Lauderdale County,-88.648,32.418
Carlsbad,NM,Eddy County,-104.235,32.417
Martins Mills,TX,Van Zandt County,-95.791,32.417
Rillito,AZ,Pima County,-111.158,32.415
Florida,NM,Luna County,-107.579,32.415
Georgia Southern,GA,Bulloch County,-81.783,32.414
Fryeburg,LA,Bienville Parish,-93.235,32.413
Loraine,TX,Mitchell County,-100.713,32.411
Darco,TX,Harrison County,-94.436,32.409
Tallulah,LA,Madison Parish,-91.187,32.409
Selma,AL,Dallas County,-87.021,32.408
Alvarado,TX,Johnson County,-97.212,32.407
Nellieburg,MS,Lauderdale County,-88.777,32.407
Clyde,TX,Callahan County,-99.495,32.406
Eastland,TX,Eastland County,-98.818,32.402
Caplis,LA,Bossier Parish,-93.61,32.398
Tougaloo,MS,Hinds County,-90.159,32.398
Metter,GA,,-82.06,32.398
Keene,TX,Johnson County,-97.324,32.397
Frogmore,SC,Beaufort County,-80.576,32.397
Ansley,LA,Jackson Parish,-92.693,32.396
Hunter,AL,Montgomery County,-86.396,32.396
Shorter,AL,Macon County,-85.917,32.395
Orogrande,NM,Otero County,-106.092,32.394
Baird,TX,Callahan County,-99.395,32.394
Chester,GA,Dodge County,-83.153,32.394
Forbing,LA,Caddo Parish,-93.728,32.393
Dothan,TX,Eastland County,-99.099,32.392
Eros,LA,Jackson Parish,-92.424,32.392
Colorado City,TX,Mitchell County,-100.865,32.389
Rodet,TX,Mitchell County,-100.807,32.389
Cisco,TX,Eastland County,-98.98,32.389
Tolar,TX,Hood County,-97.921,32.389
Vernon,LA,Jackson Parish,-92.572,32.389
Morgan Mill,TX,Erath County,-98.168,32.388
Easton,TX,Rusk County,-94.583,32.388
Dona Ana,NM,Dona Ana County,-106.819,32.387
Waxahachie,TX,Ellis County,-96.849,32.387
Kilgore,TX,Gregg County,-94.876,32.387
Cochran,GA,Bleckley County,-83.355,32.387
Hayneville,GA,Houston County,-83.621,32.384
Rentz,GA,Laurens County,-82.991,32.384
White Sands,NM,Otero County,-106.481,32.38
Waltersville,MS,Warren County,-90.868,32.38
Brooklet,GA,Bulloch County,-81.663,32.38
Port Royal,SC,Beaufort County,-80.692,32.38
Stillwell,GA,Effingham County,-81.25,32.378
Putnam,TX,Callahan County,-99.198,32.377
Redland,TX,Van Zandt County,-95.499,32.377
Soperton,GA,Treutlen County,-82.592,32.377
Caps,TX,Taylor County,-99.848,32.374
Anegam,AZ,Pima County,-112.032,32.373
Springfield,GA,Effingham County,-81.311,32.373
Ajo,AZ,Pima County,-112.862,32.372
Ideal,GA,Macon County,-84.188,32.37
Mabank,TX,Kaufman County,-96.101,32.367
Montgomery,AL,Montgomery County,-86.3,32.367
Grovania,GA,Houston County,-83.661,32.367
Register,GA,Bulloch County,-81.884,32.367
Forest,MS,Scott County,-89.474,32.365
Meridian,MS,Lauderdale County,-88.704,32.365
Garrett,TX,Ellis County,-96.655,32.364
Ward,AL,Sumter County,-88.278,32.364
Alto,LA,Richland Parish,-91.86,32.358
Oak Park,GA,Emanuel County,-82.314,32.358
Bienville,LA,Bienville Parish,-92.981,32.357
Cortaro,AZ,Pima County,-111.09,32.356
Fairview,TX,Howard County,-101.52,32.356
Westbrook,TX,Mitchell County,-101.014,32.356
