NAME,STATE,COUNTY,x,y
Johnson,KS,Stanton County,-101.752,37.571
Livia,KY,Daviess County,-87.104,37.571
Alto Pass,IL,Union County,-89.318,37.57
Lebanon,KY,Marion County,-85.253,37.57
New Albany,KS,Wilson County,-95.938,37.569
Summit,KY,Hardin County,-86.081,37.569
Berea,KY,Madison County,-84.296,37.569
Paint Bank,VA,Craig County,-80.262,37.569
Erie,KS,Neosho County,-95.244,37.568
Cannonville,UT,Garfield County,-112.055,37.567
Narrows,KY,Ohio County,-86.73,37.567
Henrieville,UT,Garfield County,-111.998,37.566
Gap Mills,WV,Monroe County,-80.409,37.566
Big Bow,KS,Stanton County,-101.562,37.565
San Mateo,CA,San Mateo County,-122.327,37.563
Haysville,KS,Sedgwick County,-97.348,37.563
Toms Place,CA,Mono County,-118.683,37.561
Two Buttes,CO,Baca County,-102.398,37.561
Hickok,KS,Grant County,-101.229,37.561
Brazilton,KS,Crawford County,-94.958,37.56
Fredericktown,MO,Madison County,-90.294,37.56
Lycan,CO,Baca County,-102.132,37.559
Dundee,KY,Ohio County,-86.773,37.559
Riley,KY,Marion County,-85.099,37.559
Foster City,CA,San Mateo County,-122.273,37.558
Rose Hill,KS,Butler County,-97.135,37.558
Urbana,KS,Neosho County,-95.4,37.558
Liberal,MO,Barton County,-94.521,37.558
Pride,KY,Union County,-87.891,37.558
Elkatawa,KY,Breathitt County,-83.426,37.557
Deltaville,VA,Middlesex County,-76.336,37.555
Phillipsburg,MO,Laclede County,-92.785,37.554
Goreville,IL,Johnson County,-88.973,37.554
Richmond,VA,Richmond City,-77.46,37.554
Jackson,KY,Breathitt County,-83.384,37.553
Sweet Briar,VA,Amherst County,-79.066,37.553
Cleveland,KS,Kingman County,-98.134,37.552
Fremont,CA,Alameda County,-121.974,37.551
McCormick,IL,Pope County,-88.671,37.551
Hartfield,VA,Middlesex County,-76.447,37.551
Buckingham,VA,Buckingham County,-78.555,37.55
Westley,CA,Stanislaus County,-121.201,37.549
Arcola,MO,Dade County,-93.876,37.549
Acoma,NV,Lincoln County,-114.175,37.548
Big Island,VA,Bedford County,-79.363,37.548
Bucklin,KS,Ford County,-99.635,37.547
Sturgis,KY,Union County,-87.984,37.547
Wharncliffe,WV,Mingo County,-81.96,37.547
Gladstone,VA,Nelson County,-78.849,37.547
Thatcher,CO,Las Animas County,-104.11,37.546
Derby,KS,Sedgwick County,-97.27,37.546
Big Clifty,KY,Grayson County,-86.153,37.546
Highland Springs,VA,Henrico County,-77.327,37.546
Montpelier,CA,Stanislaus County,-120.708,37.545
Greenville,WV,Monroe County,-80.683,37.545
Midpines,CA,Mariposa County,-119.922,37.544
Arma,KS,Crawford County,-94.701,37.544
Dillwyn,VA,Buckingham County,-78.457,37.543
Montara,CA,San Mateo County,-122.518,37.542
Copeland,KS,Gray County,-100.63,37.542
Powhatan,VA,Powhatan County,-77.919,37.542
Kanarraville,UT,Iron County,-113.185,37.539
Calhoun,KY,McLean County,-87.258,37.539
McVeigh,KY,Pike County,-82.256,37.539
Wawona,CA,Mariposa County,-119.658,37.537
Harold,KY,Floyd County,-82.633,37.537
Latham,KS,Butler County,-96.642,37.536
Yellow Jacket,CO,Montezuma County,-108.719,37.534
Fredonia,KS,Wilson County,-95.827,37.534
Zebulon,KY,Pike County,-82.466,37.534
Majestic,KY,Pike County,-82.1,37.534
West Point,VA,King William County,-76.795,37.534
Black,MO,Reynolds County,-90.933,37.532
Cobden,IL,Union County,-89.254,37.532
Langley,KY,Floyd County,-82.79,37.532
Exmore,VA,Northampton County,-75.822,37.532
Stanford,KY,Lincoln County,-84.662,37.531
Newark,CA,Alameda County,-122.042,37.53
Islen,NV,Lincoln County,-114.323,37.53
Saint Leo,KS,Kingman County,-98.411,37.529
Short Creek,KY,Grayson County,-86.474,37.528
Buchanan,VA,Botetourt County,-79.679,37.528
Moss Beach,CA,San Mateo County,-122.516,37.527
Denair,CA,Stanislaus County,-120.799,37.526
Franklin,KS,Crawford County,-94.706,37.526
Olaton,KY,Ohio County,-86.687,37.526
Kingsdown,KS,Ford County,-99.759,37.525
Sonora,KY,Hardin County,-85.893,37.525
Bon Air,VA,Chesterfield County,-77.557,37.525
Tacoma,CO,La Plata County,-107.783,37.524
Belmont,KS,Kingman County,-97.99,37.524
Altoona,KS,Wilson County,-95.662,37.524
Tunnel,IL,Johnson County,-88.839,37.524
Sandston,VA,Henrico County,-77.315,37.524
Manter,KS,Stanton County,-101.886,37.523
Idamay,KY,Lee County,-83.766,37.522
Belmont,CA,San Mateo County,-122.278,37.52
Morrill,KY,Jackson County,-84.197,37.52
Snelling,CA,Merced County,-120.439,37.519
Douglass,KS,Butler County,-97.013,37.519
Saint Paul,KS,Neosho County,-95.174,37.519
Dixon,KY,Webster County,-87.691,37.518
Boone,KY,Rockcastle County,-84.317,37.518
New Kent,VA,New Kent County,-76.978,37.518
Iantha,MO,Barton County,-94.398,37.517
La Veta,CO,Huerfano County,-105.011,37.516
Roby,MO,Texas County,-92.14,37.516
Calvary,KY,Marion County,-85.263,37.516
Willowdale,KS,Kingman County,-98.303,37.515
Charity,MO,Dallas County,-93.017,37.515
Coats,KS,Pratt County,-98.825,37.512
Buffalo,KY,Larue County,-85.698,37.512
Girard,KS,Crawford County,-94.838,37.511
Morgan,MO,Laclede County,-92.677,37.51
Beda,KY,Ohio County,-86.949,37.508
San Carlos,CA,San Mateo County,-122.262,37.507
Moreland,KY,Lincoln County,-84.813,37.506
Midlothian,VA,Chesterfield County,-77.648,37.506
Gwynn,VA,Mathews County,-76.288,37.505
Herndon,WV,Wyoming County,-81.339,37.504
El Granada,CA,San Mateo County,-122.471,37.503
Croft,KS,Pratt County,-98.995,37.503
Clearwater,KS,Sedgwick County,-97.505,37.503
Hornitos,CA,Mariposa County,-120.24,37.502
Conway,MO,Laclede County,-92.821,37.502
Patton,MO,Bollinger County,-90.014,37.502
Neelys Landing,MO,Cape Girardeau County,-89.502,37.502
Monroe,VA,Amherst County,-79.127,37.502
Oak Ridge,MO,Cape Girardeau County,-89.73,37.501
Lewis,CO,Montezuma County,-108.665,37.5
Licking,MO,Texas County,-91.857,37.5
New Castle,VA,Craig County,-80.11,37.5
Gladden,MO,Dent County,-91.457,37.499
Eddyville,IL,Pope County,-88.588,37.499
Fincastle,VA,Botetourt County,-79.877,37.499
Sullivan,KY,Union County,-87.945,37.498
Sawyer,KS,Pratt County,-98.683,37.497
Kimper,KY,Pike County,-82.35,37.497
Decoy,KY,Knott County,-83.094,37.496
Cumberland,VA,Cumberland County,-78.244,37.496
Lamar,MO,Barton County,-94.277,37.495
Clarkson,KY,Grayson County,-86.221,37.495
Turlock,CA,Stanislaus County,-120.849,37.494
Bradfordsville,KY,Marion County,-85.149,37.494
Camp Creek,WV,Mercer County,-81.099,37.494
Toga,VA,Buckingham County,-78.633,37.494
Thayer,KS,Neosho County,-95.471,37.493
Lynchburg,MO,Laclede County,-92.295,37.493
Livermore,KY,McLean County,-87.132,37.493
Wheatcroft,KY,Webster County,-87.863,37.49
Slaughters,KY,Webster County,-87.502,37.489
Oasis,CA,Riverside County,-117.918,37.488
Glover,MO,Iron County,-90.691,37.487
Gressitt,VA,King and Queen County,-76.707,37.487
Redwood City,CA,San Mateo County,-122.236,37.486
Bloom,KS,Ford County,-99.897,37.486
Sandgap,KY,Jackson County,-84.09,37.486
Mariposa,CA,Mariposa County,-119.968,37.485
Yale,KS,Crawford County,-94.642,37.484
Competition,MO,Laclede County,-92.429,37.484
Viola,KS,Sedgwick County,-97.644,37.483
Palomar Park,CA,San Mateo County,-122.266,37.482
Sublette,KS,Haskell County,-100.845,37.482
Dadeville,MO,Dade County,-93.674,37.482
Lost Creek,KY,Breathitt County,-83.325,37.482
Morrisville,MO,Polk County,-93.428,37.481
Jessietown,KY,Marion County,-85.325,37.481
Argo,KY,Pike County,-82.063,37.481
Davy,WV,McDowell County,-81.649,37.481
New Harmony,UT,Washington County,-113.311,37.48
Leitchfield,KY,Grayson County,-86.294,37.48
Pikeville,KY,Pike County,-82.518,37.48
Turkey,KY,Breathitt County,-83.508,37.479
Peck,KS,Sumner County,-97.373,37.478
Conway,KY,Rockcastle County,-84.334,37.478
Booneville,KY,Owsley County,-83.675,37.476
Moseley,VA,Powhatan County,-77.779,37.476
Nassawadox,VA,Northampton County,-75.858,37.475
Dolores,CO,Montezuma County,-108.506,37.474
Mulvane,KS,Sumner County,-97.244,37.474
Galesburg,KS,Neosho County,-95.359,37.474
Waiteville,WV,Monroe County,-80.421,37.474
Mindenmines,MO,Barton County,-94.59,37.472
Arista,WV,Mercer County,-81.261,37.472
Patterson,CA,Stanislaus County,-121.132,37.471
Saunders,KS,Stanton County,-102.04,37.471
Buncombe,IL,Johnson County,-88.977,37.471
Howard,KS,Elk County,-96.264,37.47
Handshoe,KY,Knott County,-82.906,37.47
East Palo Alto,CA,San Mateo County,-122.143,37.469
Cave in Rock,IL,Hardin County,-88.166,37.469
Threelinks,KY,Jackson County,-84.189,37.468
Isabel,KS,Barber County,-98.551,37.467
Lisman,KY,Webster County,-87.734,37.466
Upton,KY,Hardin County,-85.893,37.465
Crab Orchard,KY,Lincoln County,-84.507,37.465
Iaeger,WV,McDowell County,-81.812,37.464
Half Moon Bay,CA,San Mateo County,-122.43,37.463
Alamosa,CO,Alamosa County,-105.872,37.462
Halls Gap,KY,Lincoln County,-84.633,37.462
Atherton,CA,San Mateo County,-122.2,37.461
Anna,IL,Union County,-89.247,37.461
Robbs,IL,Pope County,-88.7,37.459
Lida,NV,Esmeralda County,-117.5,37.458
Brighton,MO,Polk County,-93.348,37.458
Norwich,KS,Kingman County,-97.849,37.457
Phillipsburg,KY,Marion County,-85.26,37.457
Frontenac,KS,Crawford County,-94.69,37.456
Bunker,MO,Reynolds County,-91.21,37.456
Horse Branch,KY,Ohio County,-86.677,37.456
Chilton,KY,Casey County,-84.987,37.455
Menlo Park,CA,San Mateo County,-122.184,37.454
Lesterville,MO,Reynolds County,-90.843,37.454
Lindside,WV,Monroe County,-80.67,37.454
Jonesboro,IL,Union County,-89.268,37.452
Tyrone,CO,Las Animas County,-104.209,37.451
Rago,KS,Kingman County,-98.083,37.451
Hartford,KY,Ohio County,-86.909,37.451
Millwood,KY,Grayson County,-86.39,37.45
Blackford,KY,Webster County,-87.935,37.449
Buxton,KS,Wilson County,-95.921,37.448
Ware,IL,Union County,-89.394,37.448
Fruitland,MO,Cape Girardeau County,-89.64,37.447
Elizabethtown,IL,Hardin County,-88.305,37.446
Island,KY,McLean County,-87.144,37.445
Wayland,KY,Floyd County,-82.805,37.445
Success,MO,Texas County,-92.088,37.444
Magnolia,KY,Larue County,-85.743,37.444
Minneola,KS,Clark County,-100.016,37.443
Elkland,MO,Webster County,-93.032,37.443
Palo Alto,CA,Santa Clara County,-122.145,37.442
Alton,UT,Kane County,-112.484,37.442
Nashville,KS,Kingman County,-98.423,37.442
Zenda,KS,Kingman County,-98.283,37.442
Providence Forge,VA,New Kent County,-77.043,37.442
Rock,KS,Cowley County,-97.007,37.44
Beulah,KS,Crawford County,-94.829,37.44
Kire,VA,Giles County,-80.518,37.44
Blanca,CO,Costilla County,-105.517,37.438
Paw Paw,KY,Pike County,-82.111,37.438
Mathews,VA,Mathews County,-76.319,37.438
Satanta,KS,Haskell County,-100.988,37.437
Atlanta,KS,Cowley County,-96.766,37.437
South Mound,KS,Neosho County,-95.229,37.437
Pettry,WV,Mercer County,-80.963,37.437
Centerville,MO,Reynolds County,-90.959,37.435
Welch,WV,McDowell County,-81.586,37.434
Millersville,MO,Cape Girardeau County,-89.802,37.433
Tolu,KY,Crittenden County,-88.245,37.433
Delhi,CA,Merced County,-120.781,37.432
Milton,KS,Sumner County,-97.772,37.432
Fort Garland,CO,Costilla County,-105.434,37.431
McKee,KY,Jackson County,-83.998,37.431
Madison Heights,VA,Amherst County,-79.123,37.431
Woodside,CA,San Mateo County,-122.256,37.43
Marquand,MO,Madison County,-90.169,37.429
Kimball,WV,McDowell County,-81.503,37.429
Abbott,VA,Craig County,-80.139,37.429
Milpitas,CA,Santa Clara County,-121.909,37.428
Hobson,KY,Taylor County,-85.369,37.426
Galveston,KY,Floyd County,-82.612,37.426
Shelbiana,KY,Pike County,-82.493,37.426
Rosiclare,IL,Hardin County,-88.346,37.424
Caneyville,KY,Grayson County,-86.488,37.424
Zion,MO,Madison County,-90.31,37.422
Talbert,KY,Breathitt County,-83.458,37.422
Hurley,VA,Buchanan County,-82.019,37.421
Neodesha,KS,Wilson County,-95.681,37.419
Mousie,KY,Knott County,-82.878,37.419
Troutville,VA,Botetourt County,-79.874,37.418
Central,UT,Washington County,-113.627,37.417
Greenfield,MO,Dade County,-93.842,37.417
Hanson,KY,Hopkins County,-87.481,37.417
Sacramento,KY,McLean County,-87.266,37.416
Johnetta,KY,Rockcastle County,-84.192,37.416
Matoaka,WV,Mercer County,-81.244,37.416
Catheys Valley,CA,Mariposa County,-120.104,37.415
Vienna,IL,Johnson County,-88.898,37.415
Lynchburg,VA,Lynchburg City,-79.142,37.414
Gloucester,VA,Gloucester County,-76.525,37.414
Balcom,IL,Union County,-89.206,37.413
Merrimac,KY,Taylor County,-85.128,37.413
Pittsburg,KS,Crawford County,-94.705,37.411
Walnut Grove,MO,Greene County,-93.55,37.411
South Fork,KY,Lincoln County,-84.738,37.41
Hilmar,CA,Merced County,-120.852,37.409
Springfield,CO,Baca County,-102.615,37.408
Eckman,WV,McDowell County,-81.465,37.407
Sabula,MO,Iron County,-90.696,37.405
Brodhead,KY,Rockcastle County,-84.414,37.404
Stacy,KY,Perry County,-83.21,37.404
Aguilar,CO,Las Animas County,-104.655,37.403
Beaver Dam,KY,Ohio County,-86.876,37.402
Laws,CA,Inyo County,-118.348,37.401
Reynolds,MO,Reynolds County,-91.073,37.401
Vallecito,CO,La Plata County,-107.567,37.4
Grovespring,MO,Wright County,-92.61,37.4
Lafontaine,KS,Wilson County,-95.845,37.399
Ladera,CA,San Mateo County,-122.195,37.398
Carrsville,KY,Livingston County,-88.375,37.398
Providence,KY,Webster County,-87.764,37.398
Bellamy,VA,Gloucester County,-76.572,37.398
Peterstown,WV,Monroe County,-80.799,37.396
Gray Hawk,KY,Jackson County,-83.94,37.395
Belle Plaine,KS,Sumner County,-97.282,37.394
Golden City,MO,Barton County,-94.094,37.393
Pine Valley,UT,Washington County,-113.515,37.391
Trimble,CO,La Plata County,-107.848,37.39
Conway Springs,KS,Sumner County,-97.643,37.39
Riverdale,KS,Sumner County,-97.373,37.39
Winton,CA,Merced County,-120.615,37.389
Repton,KY,Crittenden County,-88.017,37.389
Chula,VA,Amelia County,-77.903,37.389
Udall,KS,Cowley County,-97.115,37.388
Livingston,CA,Merced County,-120.725,37.387
Niangua,MO,Webster County,-92.833,37.387
Mountain View,CA,Santa Clara County,-122.086,37.386
Walsh,CO,Baca County,-102.28,37.386
Fowler,KS,Meade County,-100.196,37.386
Lockwood,MO,Dade County,-93.954,37.386
Los Altos,CA,Santa Clara County,-122.116,37.385
Duquoin,KS,Harper County,-98.076,37.385
Morehead,KS,Neosho County,-95.508,37.385
Montvale,VA,Bedford County,-79.731,37.385
Portola Valley,CA,San Mateo County,-122.237,37.384
Fair Grove,MO,Greene County,-93.152,37.384
Nebo,KY,Hopkins County,-87.643,37.384
Sky Londa,CA,San Mateo County,-122.265,37.383
Moorman,KY,Muhlenberg County,-87.144,37.383
Rich Creek,VA,Giles County,-80.824,37.383
Chicopee,KS,Crawford County,-94.743,37.382
Jackson,MO,Cape Girardeau County,-89.667,37.382
McHenry,KY,Ohio County,-86.922,37.382
Tunitas,CA,San Mateo County,-122.391,37.381
Manes,MO,Wright County,-92.367,37.38
Toano,VA,James City County,-76.803,37.38
Los Altos Hills,CA,Santa Clara County,-122.139,37.379
Cuchara,CO,Huerfano County,-105.102,37.379
Bonnieville,KY,Hart County,-85.903,37.379
Pike View,KY,Hart County,-85.753,37.379
Blue Ridge,VA,Botetourt County,-79.806,37.379
Sun City,KS,Barber County,-98.917,37.378
Longton,KS,Elk County,-96.081,37.378
Chesterfield,VA,Chesterfield County,-77.505,37.378
Wilmot,KS,Cowley County,-96.876,37.376
Akers,MO,Shannon County,-91.554,37.376
Nashville,MO,Barton County,-94.491,37.375
Vilas,CO,Baca County,-102.447,37.374
Mannsville,KY,Taylor County,-85.196,37.373
Deep Springs,CA,Inyo County,-117.987,37.372
Model,CO,Las Animas County,-104.246,37.372
Pritchett,CO,Baca County,-102.862,37.372
Anneta,KY,Grayson County,-86.245,37.371
Ligon,KY,Floyd County,-82.672,37.37
Princeton,WV,Mercer County,-81.099,37.37
Sunnyvale,CA,Santa Clara County,-122.038,37.369
Maybeury,WV,McDowell County,-81.366,37.369
Elk Falls,KS,Elk County,-96.189,37.367
Golconda,IL,Pope County,-88.487,37.367
Ahwahnee,CA,Madera County,-119.728,37.366
Estrella,CO,Alamosa County,-105.926,37.366
Island City,KY,Owsley County,-83.768,37.366
Susan,VA,Mathews County,-76.313,37.366
Anson,KS,Sumner County,-97.531,37.365
Cypress,IL,Johnson County,-89.018,37.365
Alamo,NV,Lincoln County,-115.161,37.364
Gary,WV,McDowell County,-81.55,37.364
Forest,VA,Bedford County,-79.289,37.364
Bishop,CA,Inyo County,-118.397,37.363
Bremen,KY,Muhlenberg County,-87.219,37.362
Moline,KS,Elk County,-96.304,37.36
Annapolis,MO,Iron County,-90.698,37.36
Topmost,KY,Knott County,-82.788,37.359
Goode,VA,Bedford County,-79.391,37.359
Garner,KY,Knott County,-82.925,37.358
Appomattox,VA,Appomattox County,-78.825,37.357
Chester,VA,Chesterfield County,-77.441,37.357
Lake City,KS,Barber County,-98.823,37.355
McCune,KS,Crawford County,-95.017,37.355
Gold Point,NV,Esmeralda County,-117.367,37.354
Wax,KY,Grayson County,-86.122,37.354
Floral,KS,Cowley County,-96.922,37.353
Mount Vernon,KY,Rockcastle County,-84.34,37.353
Eastville,VA,Northampton County,-75.945,37.353
Elgin,NV,Lincoln County,-114.537,37.352
Akron,KS,Cowley County,-97.016,37.352
Sheridan,KY,Crittenden County,-88.199,37.352
Anton,KY,Hopkins County,-87.395,37.352
Bradshaw,WV,McDowell County,-81.798,37.352
Montcalm,WV,Mercer County,-81.251,37.352
Mayday,CO,La Plata County,-108.078,37.351
Cortez,CO,Montezuma County,-108.568,37.35
Los Trancos Woods,CA,San Mateo County,-122.201,37.349
Grenola,KS,Elk County,-96.451,37.349
Buckhorn,KY,Perry County,-83.476,37.349
Santa Clara,CA,Santa Clara County,-121.946,37.348
Chavies,KY,Perry County,-83.356,37.348
Atwater,CA,Merced County,-120.614,37.347
Dennis,KS,Labette County,-95.413,37.347
Yosemite,KY,Casey County,-84.825,37.347
Cherokee,KS,Crawford County,-94.809,37.346
Brownfield,IL,Pope County,-88.607,37.346
Winterpock,VA,Chesterfield County,-77.719,37.346
Mancos,CO,Montezuma County,-108.291,37.345
Opolis,KS,Crawford County,-94.622,37.345
Bucyrus,MO,Texas County,-92.017,37.345
Reevesville,IL,Johnson County,-88.717,37.344
Charles City,VA,Charles City County,-77.072,37.344
Oak Valley,KS,Elk County,-96.01,37.343
Everton,MO,Dade County,-93.703,37.343
Campbellsville,KY,Taylor County,-85.342,37.343
Concord,VA,Campbell County,-78.975,37.343
Amelia CourtHouse,VA,Amelia County,-77.98,37.343
Belcher,KY,Pike County,-82.373,37.342
Pintura,UT,Washington County,-113.275,37.341
Parsons,KS,Labette County,-95.261,37.341
Cromwell,KY,Ohio County,-86.788,37.341
Raymondville,MO,Texas County,-91.834,37.34
Marshfield,MO,Webster County,-92.907,37.339
Veyo,UT,Washington County,-113.694,37.338
Shady Grove,KY,Crittenden County,-87.879,37.337
Wilmore,KS,Comanche County,-99.211,37.336
Jasper,MO,Jasper County,-94.302,37.336
Hindman,KY,Knott County,-82.98,37.336
San Jose,CA,Santa Clara County,-121.897,37.335
Bedford,VA,Bedford City,-79.522,37.335
Ludlow,CO,Las Animas County,-104.585,37.334
Cicero,KS,Sumner County,-97.341,37.334
Rockport,KY,Ohio County,-86.996,37.334
Marion,KY,Crittenden County,-88.081,37.333
Wheelwright,KY,Floyd County,-82.72,37.333
Narrows,VA,Giles County,-80.811,37.332
Oakhurst,CA,Madera County,-119.651,37.328
Madisonville,KY,Hopkins County,-87.499,37.328
San Gregorio,CA,San Mateo County,-122.389,37.327
Sycamore,KS,Montgomery County,-95.716,37.327
Pearisburg,VA,Giles County,-80.734,37.327
Houston,MO,Texas County,-91.956,37.326
Summersville,KY,Green County,-85.544,37.326
Belknap,IL,Johnson County,-88.939,37.325
Bramwell,WV,Mercer County,-81.313,37.325
Moscow,KS,Stevens County,-101.207,37.324
Monta Vista,CA,Santa Clara County,-122.06,37.323
Cupertino,CA,Santa Clara County,-122.034,37.323
La Honda,CA,San Mateo County,-122.27,37.32
Lola,KY,Livingston County,-88.308,37.319
Liberty,KY,Casey County,-84.939,37.319
Annville,KY,Jackson County,-83.97,37.319
Glendale,UT,Kane County,-112.598,37.318
Glenallen,MO,Bollinger County,-90.028,37.318
Gulnare,CO,Las Animas County,-104.753,37.317
Jonancy,KY,Pike County,-82.583,37.317
Cambridge,KS,Cowley County,-96.665,37.316
Elk Horn,KY,Taylor County,-85.285,37.316
Redwood Terrace,CA,San Mateo County,-122.297,37.315
Ash Grove,MO,Greene County,-93.586,37.315
Ingleside,WV,Mercer County,-81.05,37.315
Newman,CA,Stanislaus County,-121.023,37.314
Burden,KS,Cowley County,-96.755,37.313
Ritchie,KY,Knott County,-83.083,37.312
Gordonville,MO,Cape Girardeau County,-89.68,37.311
Weir,KS,Cherokee County,-94.772,37.31
Villegreen,CO,Las Animas County,-103.521,37.306
Marble Hill,MO,Bollinger County,-89.97,37.306
Cape Girardeau,MO,Cape Girardeau County,-89.518,37.306
Willard,MO,Greene County,-93.429,37.305
Elkhorn City,KY,Pike County,-82.351,37.304
Hopewell,VA,Hopewell City,-77.286,37.304
Coldwater,MO,Wayne County,-90.41,37.303
War,WV,McDowell County,-81.681,37.303
Prospect,VA,Prince Edward County,-78.558,37.303
Merced,CA,Merced County,-120.485,37.302
Farmville,VA,Prince Edward County,-78.391,37.302
Elco,IL,Alexander County,-89.266,37.301
Bendavis,MO,Texas County,-92.208,37.298
Livingston,KY,Rockcastle County,-84.215,37.298
Jetersville,VA,Amelia County,-78.093,37.295
Stonington,CO,Baca County,-102.188,37.294
Karnak,IL,Pulaski County,-88.976,37.294
Central City,KY,Muhlenberg County,-87.123,37.294
Salem,VA,Salem City,-80.054,37.294
Cool Springs,KY,Ohio County,-86.882,37.293
Harman,VA,Buchanan County,-82.202,37.293
Jenkinjones,WV,McDowell County,-81.419,37.292
Planada,CA,Merced County,-120.32,37.291
Canmer,KY,Hart County,-85.767,37.291
Gunlock,UT,Washington County,-113.766,37.29
Elk City,KS,Montgomery County,-95.912,37.29
Brooklyn,KY,Butler County,-86.576,37.29
Bee Spring,KY,Edmonson County,-86.285,37.29
Cheriton,VA,Northampton County,-75.971,37.29
Eggleston,VA,Giles County,-80.618,37.288
Campbell,CA,Santa Clara County,-121.952,37.287
Harper,KS,Harper County,-98.027,37.287
Northview,MO,Webster County,-92.997,37.287
Hesperus,CO,La Plata County,-108.041,37.286
Danville,KS,Harper County,-97.893,37.286
Meade,KS,Meade County,-100.341,37.285
Bluff,UT,San Juan County,-109.553,37.284
West Mineral,KS,Cherokee County,-94.924,37.284
Des Arc,MO,Iron County,-90.638,37.283
Hampton,KY,Livingston County,-88.372,37.283
Hoehne,CO,Las Animas County,-104.383,37.281
Medicine Lodge,KS,Barber County,-98.581,37.281
Achilles,VA,Gloucester County,-76.439,37.281
Andrix,CO,Las Animas County,-103.194,37.279
Utleyville,CO,Baca County,-103.032,37.279
Scammon,KS,Cherokee County,-94.826,37.278
Eubank,KY,Pulaski County,-84.658,37.278
Grundy,VA,Buchanan County,-82.099,37.278
Ullin,IL,Pulaski County,-89.183,37.277
Yerkes,KY,Perry County,-83.301,37.277
Dorton,KY,Pike County,-82.579,37.277
Rustburg,VA,Campbell County,-79.1,37.277
Orderville,UT,Kane County,-112.639,37.276
Montana,KS,Labette County,-95.125,37.276
Rice,VA,Prince Edward County,-78.291,37.276
Durango,CO,La Plata County,-107.881,37.275
Asbury,MO,Jasper County,-94.606,37.275
Speight,KY,Pike County,-82.687,37.275
Oxford,KS,Sumner County,-97.17,37.274
La Jara,CO,Conejos County,-105.96,37.273
Yukon,MO,Texas County,-91.849,37.273
Beulah,KY,Hopkins County,-87.684,37.272
Munfordville,KY,Hart County,-85.891,37.272
Loma Mar,CA,San Mateo County,-122.311,37.271
Cherryvale,KS,Montgomery County,-95.553,37.271
Bluefield,WV,Mercer County,-81.219,37.271
Roanoke,VA,Roanoke City,-79.941,37.271
Williamsburg,VA,Williamsburg City,-76.707,37.271
Pagosa Springs,CO,Archuleta County,-107.011,37.27
Coldwater,KS,Comanche County,-99.328,37.269
Strafford,MO,Greene County,-93.118,37.268
Cape Charles,VA,Northampton County,-76.017,37.268
Richfield,KS,Morton County,-101.783,37.266
Argonia,KS,Sumner County,-97.766,37.266
Wellington,KS,Sumner County,-97.372,37.265
Hartshorn,MO,Texas County,-91.671,37.265
Salem,KY,Livingston County,-88.244,37.265
Saratoga,CA,Santa Clara County,-122.025,37.264
Coarsegold,CA,Madera County,-119.703,37.262
Crystal Springs,KS,Harper County,-98.136,37.262
Pamplin,VA,Appomattox County,-78.684,37.262
Plains,KS,Meade County,-100.593,37.261
Grassy,MO,Bollinger County,-90.124,37.261
Greensburg,KY,Green County,-85.499,37.261
Gustine,CA,Merced County,-121.001,37.258
Sanford,CO,Conejos County,-105.906,37.258
Mayfield,KS,Sumner County,-97.545,37.258
Sherman,KS,Cherokee County,-95.057,37.257
Bois D'Arc,MO,Greene County,-93.508,37.257
Dawson,MO,Wright County,-92.309,37.257
Lodi,MO,Wayne County,-90.453,37.257
Gilpin,KY,Casey County,-84.882,37.257
Pescadero,CA,San Mateo County,-122.383,37.255
Cleaton,KY,Muhlenberg County,-87.089,37.255
Dutchtown,MO,Cape Girardeau County,-89.659,37.254
Aberdeen,KY,Butler County,-86.682,37.254
Gloucester Point,VA,Gloucester County,-76.496,37.254
Lakeshore,CA,Fresno County,-119.177,37.253
Toquerville,UT,Washington County,-113.285,37.253
Bluefield,VA,Tazewell County,-81.271,37.253
Grand Chain,IL,Pulaski County,-89.024,37.252
Graham,KY,Muhlenberg County,-87.28,37.252
Hartville,MO,Wright County,-92.511,37.251
Hazard,KY,Perry County,-83.193,37.25
Sharon,KS,Barber County,-98.421,37.249
Burning Springs,KY,Clay County,-83.821,37.249
Mount Carmel,UT,Kane County,-112.667,37.247
Kim,CO,Las Animas County,-103.353,37.247
Jewell Valley,VA,Buchanan County,-81.801,37.247
Burna,KY,Livingston County,-88.36,37.246
Eunice,MO,Texas County,-91.78,37.245
Knifley,KY,Adair County,-85.189,37.243
Rocky Gap,VA,Bland County,-81.107,37.243
Hampden Sydney,VA,Prince Edward County,-78.459,37.243
Attica,KS,Harper County,-98.228,37.242
Ellington,MO,Reynolds County,-90.969,37.242
Winfield,KS,Cowley County,-96.996,37.24
Squire,WV,McDowell County,-81.605,37.239
Alba,MO,Jasper County,-94.418,37.238
Whitewater,MO,Cape Girardeau County,-89.796,37.237
Mortons Gap,KY,Hopkins County,-87.475,37.237
Panco,KY,Clay County,-83.533,37.237
Yorktown,VA,York County,-76.51,37.237
Lindseyville,KY,Edmonson County,-86.294,37.236
Tamms,IL,Alexander County,-89.27,37.235
Evington,VA,Campbell County,-79.289,37.234
Leeds,UT,Washington County,-113.361,37.233
Vansant,VA,Buchanan County,-82.099,37.233
Labette,KS,Labette County,-95.184,37.231
Simmons,MO,Texas County,-92.016,37.231
